timestamp,hour,day_of_week,zone_id,zone_name,zone_type,lat,lon,traffic_index,aqi,energy_kwh,water_liters,transport_ridership
2026-03-06T12:35:43.940035,2,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,0.0,135.0,886.3,95.8,10
2026-03-06T12:35:43.940035,2,Friday,Z6,Kamptee Road,commercial,21.2,79.12,8.2,109.2,157.0,180.6,15
2026-03-06T12:35:43.940035,2,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,0.0,59.7,92.4,437.1,8
2026-03-06T12:35:43.940035,2,Friday,Z8,Wathoda,industrial,21.1458,79.135,7.4,145.5,853.3,251.4,65
2026-03-06T13:35:43.940035,3,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,11.3,78.1,206.1,50.0,55
2026-03-06T13:35:43.940035,3,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,22.5,146.1,877.3,168.0,0
2026-03-06T13:35:43.940035,3,Friday,Z3,Dharampeth,residential,21.1399,79.0607,0.0,60.8,50.0,277.9,0
2026-03-06T13:35:43.940035,3,Friday,Z4,Sadar,commercial,21.161,79.076,17.4,84.5,137.1,225.1,0
2026-03-06T13:35:43.940035,3,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,6.8,161.1,835.7,174.8,35
2026-03-06T13:35:43.940035,3,Friday,Z6,Kamptee Road,commercial,21.2,79.12,11.3,74.2,97.2,201.8,37
2026-03-06T13:35:43.940035,3,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,7.0,69.8,62.8,258.6,37
2026-03-06T13:35:43.940035,3,Friday,Z8,Wathoda,industrial,21.1458,79.135,0.0,162.4,919.0,64.7,59
2026-03-06T14:35:43.940035,4,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,0.0,89.4,196.3,94.3,77
2026-03-06T14:35:43.940035,4,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,8.3,156.5,975.9,140.4,0
2026-03-06T14:35:43.940035,4,Friday,Z3,Dharampeth,residential,21.1399,79.0607,0.0,50.2,86.9,267.3,36
2026-03-06T14:35:43.940035,4,Friday,Z4,Sadar,commercial,21.161,79.076,11.6,89.4,208.1,138.8,183
2026-03-06T14:35:43.940035,4,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,10.0,137.7,857.2,198.6,6
2026-03-06T14:35:43.940035,4,Friday,Z6,Kamptee Road,commercial,21.2,79.12,10.7,94.2,147.1,92.3,0
2026-03-06T14:35:43.940035,4,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,1.4,71.4,98.6,140.3,30
2026-03-06T14:35:43.940035,4,Friday,Z8,Wathoda,industrial,21.1458,79.135,8.1,135.9,906.1,164.7,0
2026-03-06T15:35:43.940035,5,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,7.9,93.0,193.3,244.3,0
2026-03-06T15:35:43.940035,5,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,0.0,146.2,920.6,201.2,251
2026-03-06T15:35:43.940035,5,Friday,Z3,Dharampeth,residential,21.1399,79.0607,9.6,81.3,128.2,292.1,1
2026-03-06T15:35:43.940035,5,Friday,Z4,Sadar,commercial,21.161,79.076,11.1,79.6,140.5,121.2,24
2026-03-06T15:35:43.940035,5,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,23.5,136.4,927.5,50.0,0
2026-03-06T15:35:43.940035,5,Friday,Z6,Kamptee Road,commercial,21.2,79.12,13.7,91.7,106.9,102.8,60
2026-03-06T15:35:43.940035,5,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,0.0,62.6,91.8,187.9,148
2026-03-06T15:35:43.940035,5,Friday,Z8,Wathoda,industrial,21.1458,79.135,10.1,123.8,907.5,107.1,71
2026-03-06T16:35:43.940035,6,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,13.7,89.6,520.2,1269.3,137
2026-03-06T16:35:43.940035,6,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,12.3,144.2,873.9,1341.2,174
2026-03-06T16:35:43.940035,6,Friday,Z3,Dharampeth,residential,21.1399,79.0607,9.9,78.9,384.9,1882.6,58
2026-03-06T16:35:43.940035,6,Friday,Z4,Sadar,commercial,21.161,79.076,16.1,108.1,471.7,1235.5,256
2026-03-06T16:35:43.940035,6,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,7.6,145.4,770.3,1118.0,134
2026-03-06T16:35:43.940035,6,Friday,Z6,Kamptee Road,commercial,21.2,79.12,10.0,107.6,442.8,1164.8,217
2026-03-06T16:35:43.940035,6,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,31.5,68.0,346.5,1800.8,91
2026-03-06T16:35:43.940035,6,Friday,Z8,Wathoda,industrial,21.1458,79.135,18.7,157.3,876.0,1205.6,126
2026-03-06T17:35:43.940035,7,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,20.9,104.7,563.4,1101.0,337
2026-03-06T17:35:43.940035,7,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,44.4,173.7,923.5,1222.5,112
2026-03-06T17:35:43.940035,7,Friday,Z3,Dharampeth,residential,21.1399,79.0607,18.3,68.8,276.4,1868.0,171
2026-03-06T17:35:43.940035,7,Friday,Z4,Sadar,commercial,21.161,79.076,14.5,102.4,512.3,1265.0,247
2026-03-06T17:35:43.940035,7,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,53.4,176.0,929.9,1248.8,148
2026-03-06T17:35:43.940035,7,Friday,Z6,Kamptee Road,commercial,21.2,79.12,20.9,112.1,476.3,1243.8,197
2026-03-06T17:35:43.940035,7,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,18.3,87.8,333.0,1865.1,228
2026-03-06T17:35:43.940035,7,Friday,Z8,Wathoda,industrial,21.1458,79.135,60.2,196.3,887.6,1225.9,142
2026-03-06T18:35:43.940035,8,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,70.8,143.8,767.3,1367.4,1059
2026-03-06T18:35:43.940035,8,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,50.3,194.1,931.7,1249.9,837
2026-03-06T18:35:43.940035,8,Friday,Z3,Dharampeth,residential,21.1399,79.0607,19.9,65.2,483.0,1745.8,858
2026-03-06T18:35:43.940035,8,Friday,Z4,Sadar,commercial,21.161,79.076,68.8,125.2,787.1,1233.0,1086
2026-03-06T18:35:43.940035,8,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,53.4,185.7,909.8,1159.4,771
2026-03-06T18:35:43.940035,8,Friday,Z6,Kamptee Road,commercial,21.2,79.12,71.9,120.1,743.7,1142.5,1107
2026-03-06T18:35:43.940035,8,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,22.5,95.7,514.3,1787.2,798
2026-03-06T18:35:43.940035,8,Friday,Z8,Wathoda,industrial,21.1458,79.135,52.0,181.4,888.5,1225.8,750
2026-03-06T19:35:43.940035,9,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,74.2,157.7,795.6,1232.1,1161
2026-03-06T19:35:43.940035,9,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,56.8,188.1,900.5,1207.8,753
2026-03-06T19:35:43.940035,9,Friday,Z3,Dharampeth,residential,21.1399,79.0607,20.2,82.1,538.0,1876.7,929
2026-03-06T19:35:43.940035,9,Friday,Z4,Sadar,commercial,21.161,79.076,63.9,141.6,807.3,1375.2,1071
2026-03-06T19:35:43.940035,9,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,53.3,175.4,815.0,1157.9,754
2026-03-06T19:35:43.940035,9,Friday,Z6,Kamptee Road,commercial,21.2,79.12,71.2,141.1,875.0,1276.0,1085
2026-03-06T19:35:43.940035,9,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,12.8,76.2,427.2,1946.5,870
2026-03-06T19:35:43.940035,9,Friday,Z8,Wathoda,industrial,21.1458,79.135,56.2,164.4,954.2,1190.8,874
2026-03-06T20:35:43.940035,10,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,7.2,78.6,500.2,803.8,182
2026-03-06T20:35:43.940035,10,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,65.0,179.2,894.3,809.6,180
2026-03-06T20:35:43.940035,10,Friday,Z3,Dharampeth,residential,21.1399,79.0607,25.7,67.1,238.6,1302.2,169
2026-03-06T20:35:43.940035,10,Friday,Z4,Sadar,commercial,21.161,79.076,14.0,109.8,504.6,894.3,214
2026-03-06T20:35:43.940035,10,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,76.5,222.3,890.0,877.7,188
2026-03-06T20:35:43.940035,10,Friday,Z6,Kamptee Road,commercial,21.2,79.12,30.9,93.2,527.4,884.7,104
2026-03-06T20:35:43.940035,10,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,10.5,44.0,289.2,1257.4,240
2026-03-06T20:35:43.940035,10,Friday,Z8,Wathoda,industrial,21.1458,79.135,60.6,208.0,844.8,663.7,146
2026-03-06T21:35:43.940035,11,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,23.1,98.1,417.3,792.9,131
2026-03-06T21:35:43.940035,11,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,65.4,196.7,862.4,758.9,86
2026-03-06T21:35:43.940035,11,Friday,Z3,Dharampeth,residential,21.1399,79.0607,19.5,87.1,260.6,1240.3,118
2026-03-06T21:35:43.940035,11,Friday,Z4,Sadar,commercial,21.161,79.076,13.7,89.6,458.6,755.7,138
2026-03-06T21:35:43.940035,11,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,75.7,201.0,872.0,817.1,143
2026-03-06T21:35:43.940035,11,Friday,Z6,Kamptee Road,commercial,21.2,79.12,18.2,102.0,530.3,757.6,175
2026-03-06T21:35:43.940035,11,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,17.8,46.6,239.4,1309.3,248
2026-03-06T21:35:43.940035,11,Friday,Z8,Wathoda,industrial,21.1458,79.135,58.0,193.3,912.5,1046.3,217
2026-03-06T22:35:43.940035,12,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,19.0,83.7,435.7,816.3,164
2026-03-06T22:35:43.940035,12,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,48.6,171.1,856.7,935.0,202
2026-03-06T22:35:43.940035,12,Friday,Z3,Dharampeth,residential,21.1399,79.0607,19.9,93.7,303.1,1131.1,241
2026-03-06T22:35:43.940035,12,Friday,Z4,Sadar,commercial,21.161,79.076,24.3,87.0,492.4,730.0,127
2026-03-06T22:35:43.940035,12,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,67.4,216.8,844.1,845.0,110
2026-03-06T22:35:43.940035,12,Friday,Z6,Kamptee Road,commercial,21.2,79.12,16.1,85.8,465.4,803.9,160
2026-03-06T22:35:43.940035,12,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,22.2,77.1,290.4,1127.4,115
2026-03-06T22:35:43.940035,12,Friday,Z8,Wathoda,industrial,21.1458,79.135,66.0,198.8,860.9,807.9,195
2026-03-06T23:35:43.940035,13,Friday,Z1, Sitabuldi,commercial,21.1444,79.0832,6.6,91.8,473.5,845.6,164
2026-03-06T23:35:43.940035,13,Friday,Z2,Gandhibagh,industrial,21.1528,79.1026,45.6,156.9,901.9,820.8,95
2026-03-06T23:35:43.940035,13,Friday,Z3,Dharampeth,residential,21.1399,79.0607,25.1,60.1,297.4,1103.1,110
2026-03-06T23:35:43.940035,13,Friday,Z4,Sadar,commercial,21.161,79.076,20.4,86.0,484.6,880.5,175
2026-03-06T23:35:43.940035,13,Friday,Z5,MIDC Hingna,industrial,21.0963,78.9839,66.7,179.8,921.2,915.3,1
2026-03-06T23:35:43.940035,13,Friday,Z6,Kamptee Road,commercial,21.2,79.12,13.6,97.8,491.9,829.7,173
2026-03-06T23:35:43.940035,13,Friday,Z7,Manish Nagar,residential,21.0931,79.0617,20.7,74.7,346.7,1220.4,170
2026-03-06T23:35:43.940035,13,Friday,Z8,Wathoda,industrial,21.1458,79.135,56.7,179.5,882.7,831.6,124
2026-03-07T00:35:43.940035,14,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,22.3,122.8,534.8,773.9,282
2026-03-07T00:35:43.940035,14,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,11.7,124.9,359.7,650.3,128
2026-03-07T00:35:43.940035,14,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,20.1,96.2,313.1,1182.5,199
2026-03-07T00:35:43.940035,14,Saturday,Z4,Sadar,commercial,21.161,79.076,2.3,84.7,530.8,681.7,278
2026-03-07T00:35:43.940035,14,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,17.7,149.2,425.3,981.7,160
2026-03-07T00:35:43.940035,14,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,22.0,92.1,466.0,866.4,158
2026-03-07T00:35:43.940035,14,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,20.6,70.7,319.2,1226.7,212
2026-03-07T00:35:43.940035,14,Saturday,Z8,Wathoda,industrial,21.1458,79.135,10.9,145.5,360.8,764.5,172
2026-03-07T01:35:43.940035,15,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,26.1,89.8,534.8,908.5,234
2026-03-07T01:35:43.940035,15,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,30.0,154.7,350.2,657.7,239
2026-03-07T01:35:43.940035,15,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,25.2,79.5,311.2,1110.0,296
2026-03-07T01:35:43.940035,15,Saturday,Z4,Sadar,commercial,21.161,79.076,21.0,98.1,529.0,838.5,223
2026-03-07T01:35:43.940035,15,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,8.7,152.6,475.3,907.6,245
2026-03-07T01:35:43.940035,15,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,15.9,80.9,495.0,804.5,275
2026-03-07T01:35:43.940035,15,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,6.5,83.5,293.7,1165.8,89
2026-03-07T01:35:43.940035,15,Saturday,Z8,Wathoda,industrial,21.1458,79.135,1.8,151.3,402.9,696.8,72
2026-03-07T02:35:43.940035,16,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,17.3,113.9,489.6,679.7,195
2026-03-07T02:35:43.940035,16,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,12.8,117.9,397.8,781.5,191
2026-03-07T02:35:43.940035,16,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,34.8,101.4,289.2,1111.5,304
2026-03-07T02:35:43.940035,16,Saturday,Z4,Sadar,commercial,21.161,79.076,20.5,96.5,499.0,815.8,201
2026-03-07T02:35:43.940035,16,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,10.4,141.8,398.7,756.5,107
2026-03-07T02:35:43.940035,16,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,20.9,93.6,560.2,587.9,275
2026-03-07T02:35:43.940035,16,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,30.0,59.1,286.3,1170.3,65
2026-03-07T02:35:43.940035,16,Saturday,Z8,Wathoda,industrial,21.1458,79.135,8.8,133.7,470.1,874.9,226
2026-03-07T03:35:43.940035,17,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,25.8,87.1,479.0,839.1,136
2026-03-07T03:35:43.940035,17,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,20.7,153.7,385.0,856.9,176
2026-03-07T03:35:43.940035,17,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,17.1,87.6,256.8,1249.3,185
2026-03-07T03:35:43.940035,17,Saturday,Z4,Sadar,commercial,21.161,79.076,17.5,97.9,450.0,873.9,198
2026-03-07T03:35:43.940035,17,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,10.8,161.2,371.8,687.3,56
2026-03-07T03:35:43.940035,17,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,24.8,84.5,570.2,633.4,311
2026-03-07T03:35:43.940035,17,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,21.7,76.2,278.2,1231.9,147
2026-03-07T03:35:43.940035,17,Saturday,Z8,Wathoda,industrial,21.1458,79.135,23.8,160.4,406.0,770.9,146
2026-03-07T04:35:43.940035,18,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,22.5,77.4,446.1,1259.5,220
2026-03-07T04:35:43.940035,18,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,13.5,151.0,413.9,1156.8,103
2026-03-07T04:35:43.940035,18,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,21.6,65.5,316.3,1663.8,211
2026-03-07T04:35:43.940035,18,Saturday,Z4,Sadar,commercial,21.161,79.076,23.8,102.1,539.3,1333.2,270
2026-03-07T04:35:43.940035,18,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,0.3,124.9,375.0,1202.1,181
2026-03-07T04:35:43.940035,18,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,14.2,93.6,469.8,1151.1,125
2026-03-07T04:35:43.940035,18,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,12.6,53.9,261.0,1884.3,93
2026-03-07T04:35:43.940035,18,Saturday,Z8,Wathoda,industrial,21.1458,79.135,36.1,174.8,407.4,1131.3,192
2026-03-07T05:35:43.940035,19,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,15.4,93.8,602.4,1192.3,278
2026-03-07T05:35:43.940035,19,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,9.4,147.1,470.8,1149.8,258
2026-03-07T05:35:43.940035,19,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,25.7,73.8,325.3,1877.8,187
2026-03-07T05:35:43.940035,19,Saturday,Z4,Sadar,commercial,21.161,79.076,7.4,77.2,490.1,1194.0,247
2026-03-07T05:35:43.940035,19,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,16.4,137.1,415.2,1248.8,183
2026-03-07T05:35:43.940035,19,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,28.6,112.9,518.4,1194.4,110
2026-03-07T05:35:43.940035,19,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,23.4,81.2,310.9,1697.9,85
2026-03-07T05:35:43.940035,19,Saturday,Z8,Wathoda,industrial,21.1458,79.135,23.4,158.3,427.3,1202.3,151
2026-03-07T06:35:43.940035,20,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,27.5,95.8,503.8,1163.0,183
2026-03-07T06:35:43.940035,20,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,12.5,152.7,380.9,1300.5,96
2026-03-07T06:35:43.940035,20,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,18.5,69.5,357.9,1815.7,211
2026-03-07T06:35:43.940035,20,Saturday,Z4,Sadar,commercial,21.161,79.076,8.1,89.7,535.6,1206.6,273
2026-03-07T06:35:43.940035,20,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,10.9,165.6,492.0,1171.0,123
2026-03-07T06:35:43.940035,20,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,31.6,124.3,479.1,1166.4,193
2026-03-07T06:35:43.940035,20,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,9.2,56.4,259.8,1738.6,147
2026-03-07T06:35:43.940035,20,Saturday,Z8,Wathoda,industrial,21.1458,79.135,16.9,172.1,360.1,1278.7,137
2026-03-07T07:35:43.940035,21,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,19.6,103.8,455.1,1230.6,219
2026-03-07T07:35:43.940035,21,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,18.9,158.6,498.2,1149.0,118
2026-03-07T07:35:43.940035,21,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,15.0,65.3,274.5,1895.1,235
2026-03-07T07:35:43.940035,21,Saturday,Z4,Sadar,commercial,21.161,79.076,15.4,82.4,518.9,1155.8,247
2026-03-07T07:35:43.940035,21,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,16.6,135.1,461.9,1343.7,113
2026-03-07T07:35:43.940035,21,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,16.9,96.9,513.4,1252.7,330
2026-03-07T07:35:43.940035,21,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,18.6,65.3,244.8,1741.5,148
2026-03-07T07:35:43.940035,21,Saturday,Z8,Wathoda,industrial,21.1458,79.135,29.4,157.3,409.0,1198.7,221
2026-03-07T08:35:43.940035,22,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,40.2,105.8,480.4,883.5,250
2026-03-07T08:35:43.940035,22,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,29.8,170.8,385.6,847.3,216
2026-03-07T08:35:43.940035,22,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,26.6,87.3,342.7,1293.5,232
2026-03-07T08:35:43.940035,22,Saturday,Z4,Sadar,commercial,21.161,79.076,25.2,98.1,505.9,896.5,160
2026-03-07T08:35:43.940035,22,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,17.9,149.6,401.1,902.3,161
2026-03-07T08:35:43.940035,22,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,20.4,80.0,529.9,851.6,339
2026-03-07T08:35:43.940035,22,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,17.5,76.7,310.0,1326.2,144
2026-03-07T08:35:43.940035,22,Saturday,Z8,Wathoda,industrial,21.1458,79.135,17.2,161.1,407.5,764.3,161
2026-03-07T09:35:43.940035,23,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,13.6,78.6,155.3,104.0,91
2026-03-07T09:35:43.940035,23,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,0.0,133.3,415.1,285.2,16
2026-03-07T09:35:43.940035,23,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,0.6,83.0,50.0,64.1,46
2026-03-07T09:35:43.940035,23,Saturday,Z4,Sadar,commercial,21.161,79.076,1.0,68.5,178.3,179.5,0
2026-03-07T09:35:43.940035,23,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,0.0,150.5,426.0,152.1,130
2026-03-07T09:35:43.940035,23,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,0.0,61.7,122.3,156.4,34
2026-03-07T09:35:43.940035,23,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,3.1,66.7,50.0,355.5,15
2026-03-07T09:35:43.940035,23,Saturday,Z8,Wathoda,industrial,21.1458,79.135,13.9,155.3,418.3,205.6,46
2026-03-07T10:35:43.940035,0,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,10.1,104.1,157.9,216.7,14
2026-03-07T10:35:43.940035,0,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,16.5,145.1,472.0,156.8,0
2026-03-07T10:35:43.940035,0,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,6.0,56.6,123.6,187.8,0
2026-03-07T10:35:43.940035,0,Saturday,Z4,Sadar,commercial,21.161,79.076,0.0,74.6,53.0,50.0,65
2026-03-07T10:35:43.940035,0,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,11.3,154.1,361.3,156.2,19
2026-03-07T10:35:43.940035,0,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,0.0,98.0,185.1,142.3,21
2026-03-07T10:35:43.940035,0,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,6.7,40.8,80.1,185.4,0
2026-03-07T10:35:43.940035,0,Saturday,Z8,Wathoda,industrial,21.1458,79.135,2.8,163.8,425.6,114.3,54
2026-03-07T11:35:43.940035,1,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,16.2,104.1,152.4,108.2,61
2026-03-07T11:35:43.940035,1,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,8.1,157.3,425.4,244.0,0
2026-03-07T11:35:43.940035,1,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,15.5,74.8,173.0,184.9,124
2026-03-07T11:35:43.940035,1,Saturday,Z4,Sadar,commercial,21.161,79.076,6.6,77.4,130.6,134.4,45
2026-03-07T11:35:43.940035,1,Saturday,Z5,MIDC Hingna,industrial,21.0963,78.9839,9.2,140.5,399.0,331.4,123
2026-03-07T11:35:43.940035,1,Saturday,Z6,Kamptee Road,commercial,21.2,79.12,8.5,87.2,154.8,209.1,0
2026-03-07T11:35:43.940035,1,Saturday,Z7,Manish Nagar,residential,21.0931,79.0617,2.9,42.3,106.0,291.8,0
2026-03-07T11:35:43.940035,1,Saturday,Z8,Wathoda,industrial,21.1458,79.135,17.6,139.4,341.4,178.0,82
2026-03-07T12:35:43.940035,2,Saturday,Z1, Sitabuldi,commercial,21.1444,79.0832,18.5,89.3,193.1,156.9,9
2026-03-07T12:35:43.940035,2,Saturday,Z2,Gandhibagh,industrial,21.1528,79.1026,12.1,157.5,336.9,278.1,102
2026-03-07T12:35:43.940035,2,Saturday,Z3,Dharampeth,residential,21.1399,79.0607,0.0,64.7,109.8,260.9,0
2026-03-07T12:35:43.940035,2,Saturday,Z4,Sadar,commercial,21.161,79.076,0.0,79.7,196.9,203.5,0
